City_ID,City,Lat,Lng,Temperature,Humidity,Cloudiness,Wind Speed,Country,Date
280,jiayuguan,39.8167,98.3,69.4,44,2,5.66,CN,1719668431
281,mindelo,16.8901,-24.9804,81.95,57,20,18.41,CV,1719668431
282,ola,59.5833,151.2833,48.92,85,100,16.49,RU,1719668432
283,porto novo,6.4965,2.6036,80.42,68,97,11.45,BJ,1719668432
284,santa cruz,-17.8,-63.1667,62.06,41,100,23.02,BO,1719668432
285,chelghoum el aid,36.1629,6.1665,111.78,10,100,9.89,DZ,1719668432
286,sao geraldo do araguaia,-6.4006,-48.555,93.31,40,6,2.98,BR,1719668432
287,st. john's,47.5649,-52.7093,52.93,90,100,11.5,CA,1719668432
288,porbandar,21.6422,69.6093,84.94,83,73,15.9,IN,1719668433
289,zanjan,36.6736,48.4787,83.89,28,40,19.57,IR,1719668433
290,margate,51.3813,1.3862,70.3,55,96,8.41,GB,1719668074
291,robore,-18.3333,-59.75,64.49,72,100,0.0,BO,1719668434
292,dauphin,51.1494,-100.0502,50.14,81,0,9.22,CA,1719668434
293,labasa,-16.4167,179.3833,73.53,95,39,6.67,FJ,1719668434
294,desvres,50.6688,1.8348,72.48,52,100,3.87,FR,1719668434
295,dalandzadgad,43.5708,104.425,67.86,42,56,8.77,MN,1719668434
296,jining,35.405,116.5814,72.45,69,0,6.4,CN,1719668434
297,berezovyy,51.6667,135.7,52.84,94,100,1.68,RU,1719668434
298,zaozersk,69.4005,32.4476,57.09,87,89,8.81,RU,1719668434
299,port blair,11.6667,92.75,80.64,89,75,2.3,IN,1719668231
300,sur,22.5667,59.5289,92.19,57,100,7.4,OM,1719668434
301,puerto carreno,6.189,-67.4859,80.58,89,40,5.75,CO,1719668435
302,hinton,53.4001,-117.5857,55.87,70,14,2.37,CA,1719668435
303,tsiombe,-25.3,45.4833,69.37,51,0,6.96,MG,1719668435
304,puerto aysen,-45.4,-72.7,37.76,99,100,2.24,CL,1719668435
305,daru,-9.0763,143.2092,78.08,88,100,17.6,PG,1719668435
306,dzhambeyty,50.2536,52.595,71.78,35,4,21.61,KZ,1719668435
307,smirnykh,49.75,142.8333,61.27,95,100,1.7,RU,1719668435
308,sumenep,-7.0167,113.8667,79.74,80,89,8.84,ID,1719668436
309,winona,43.9666,-91.7668,71.8,78,0,4.61,US,1719668436
310,shalqar,47.8333,59.6,63.1,68,99,21.27,KZ,1719668436
311,piacabucu,-10.4056,-36.4344,80.31,56,3,3.22,BR,1719668436
312,kingston,17.997,-76.7936,83.35,74,100,3.44,JM,1719668436
313,new norfolk,-42.7826,147.0587,45.9,79,99,7.72,AU,1719668436
314,sarmiento,-45.5882,-69.07,30.24,83,88,1.34,AR,1719668436
315,cambridge,43.3601,-80.3127,70.23,97,100,8.05,CA,1719668204
316,susuman,62.7833,148.1667,43.63,83,100,3.09,RU,1719668436
317,christchurch,-43.5333,172.6333,40.48,82,11,2.35,NZ,1719668225
318,rockland,41.1668,-74.0496,71.31,82,100,11.41,US,1719668437
319,carbonear,47.7332,-53.2148,53.38,81,72,5.61,CA,1719668437
320,port alfred,-33.5906,26.891,82.18,39,43,4.0,ZA,1719668437
321,bubaque,11.2833,-15.8333,80.92,78,96,6.44,GW,1719668437
322,mar del plata,-38.0023,-57.5575,41.09,93,75,11.5,AR,1719668206
323,karachev,53.1229,34.9852,83.53,51,25,2.33,RU,1719668437
324,san luis de la loma,17.2706,-100.8939,79.75,80,99,1.1,MX,1719668437
325,snyder,32.7179,-100.9176,82.99,61,0,14.97,US,1719668437
326,nizhnesortymskiy,62.4397,71.7603,48.51,77,99,12.17,RU,1719668438
327,pankrushikha,53.8319,80.3406,81.05,58,47,3.51,RU,1719668438
328,queenstown,-31.8976,26.8753,66.43,32,81,15.75,ZA,1719668438
329,narragansett,41.4501,-71.4495,69.69,59,0,14.97,US,1719668438
330,yashan,22.1975,109.9419,80.49,87,100,6.04,CN,1719668438
331,gadzhiyevo,69.2551,33.3362,55.15,90,88,7.76,RU,1719668438
332,guerrero negro,27.9769,-114.0611,65.91,84,0,7.49,MX,1719668438
333,lesogorsk,56.0458,99.5136,75.18,48,81,2.08,RU,1719668438
334,kenai,60.5544,-151.2583,49.14,100,0,3.44,US,1719668438
335,ouezzane,34.7971,-5.5822,84.16,32,0,10.83,MA,1719668439
336,emmett,43.8735,-116.4993,63.93,39,7,2.48,US,1719668380
337,kalas,18.1667,74.8,81.5,67,100,15.95,IN,1719668439
338,la passe,45.5549,-0.8967,71.83,95,100,15.86,FR,1719668439
339,port alberni,49.2413,-124.8028,60.64,91,99,1.83,CA,1719668425
340,roma,43.2128,-75.4557,66.72,92,100,11.5,US,1719668163
341,kyakhta,50.3508,106.4494,68.4,51,98,3.44,RU,1719668439
342,carutapera,-1.195,-46.02,85.64,65,91,5.5,BR,1719668439
343,mitchell,43.7094,-98.0298,64.17,74,0,17.27,US,1719668321
344,kolonia town,6.964,158.206,78.91,100,100,4.61,FM,1719668440
345,port mathurin,-19.6833,63.4167,72.46,71,66,21.83,MU,1719668440
346,khorixas,-20.3667,14.9667,80.49,17,0,10.94,NA,1719668440
347,collie,-33.3667,116.15,50.59,87,97,3.8,AU,1719668440
348,kiruna,67.8557,20.2251,68.92,64,40,12.66,SE,1719668440
349,rongelap,11.1635,166.8941,82.62,80,100,13.89,MH,1719668440
350,saldanha,-33.0117,17.9442,62.65,82,100,13.42,ZA,1719668440
351,kangding,30.0513,101.9603,61.07,98,95,2.84,CN,1719668440
352,itoman,26.1247,127.6694,84.97,86,20,11.5,JP,1719668441
353,port saint john's,-31.6229,29.5448,77.11,47,32,7.9,ZA,1719668441
354,la sierpe,2.8518,-77.6155,79.18,83,73,0.31,CO,1719668441
355,algona,43.07,-94.233,69.89,73,0,13.8,US,1719668431
356,kitimat,54.0524,-128.6534,55.78,62,100,0.56,CA,1719668441
357,badger,64.8,-147.5333,59.81,85,0,3.44,US,1719668441
358,greymouth,-42.4667,171.2,44.22,89,63,4.07,NZ,1719668441
359,quang ngai,15.1167,108.8,82.53,77,14,2.46,VN,1719668441
360,quellon,-43.1167,-73.6167,43.54,85,99,10.6,CL,1719668441
361,tamanrasset,22.785,5.5228,96.71,6,0,19.57,DZ,1719668441
362,gonabad,34.3529,58.6837,90.84,17,94,23.0,IR,1719668442
363,souillac,-20.5167,57.5167,71.98,56,40,6.91,MU,1719668442
364,el alto,-4.2714,-81.2147,64.06,60,3,8.5,PE,1719668442
365,ha'il,27.5219,41.6907,104.02,10,0,11.5,SA,1719668442
366,tongouson,5.0214,120.1328,82.27,73,100,2.24,PH,1719668442
367,olean,42.0776,-78.4297,68.95,98,100,12.97,US,1719667998
368,palu,-0.8917,119.8707,76.75,99,100,0.76,ID,1719668442
369,jaguaruna,-28.615,-49.0256,55.22,54,100,11.68,BR,1719668442
370,pittsburg,38.028,-121.8847,62.65,78,0,10.0,US,1719668442
371,waspan,14.7419,-83.9717,75.47,95,100,3.83,NI,1719668443
372,bonthe,7.5264,-12.505,82.11,74,71,9.91,SL,1719668443
373,qoryooley,1.7878,44.53,81.25,65,100,20.45,SO,1719668443
374,estrela,-28.0611,-50.9383,43.09,58,85,7.34,BR,1719668443
375,crane,31.3974,-102.3501,80.76,65,0,21.85,US,1719668443
376,akureyri,65.6835,-18.0878,55.33,58,0,9.22,IS,1719668443
377,sal rei,16.1833,-22.9167,80.8,65,20,13.8,CV,1719668443
378,umm kaddadah,13.6017,26.6876,101.01,21,64,5.88,SD,1719668443
379,labytnangi,66.6572,66.4183,53.01,62,83,6.31,RU,1719668443
380,al wajh,26.2455,36.4525,91.35,62,0,12.66,SA,1719668444
381,boende,-0.2167,20.8667,96.37,24,15,2.19,CD,1719668444
382,baruun-urt,46.6806,113.2792,60.42,78,99,18.23,MN,1719668444
383,amungan,15.3652,119.9582,82.27,81,100,5.79,PH,1719668444
384,ambodifotatra,-16.9833,49.85,74.71,58,3,15.03,MG,1719668444
385,utrik,11.2278,169.8474,81.73,84,100,14.63,MH,1719668444
386,kukawa,12.9234,13.5606,96.91,32,54,5.08,NG,1719668444
387,ryotsu-minato,38.0833,138.4333,67.24,83,50,2.71,JP,1719668445
388,harper,4.375,-7.7169,80.2,72,50,7.74,LR,1719668445
389,hithadhoo,-0.6,73.0833,83.03,65,27,2.24,MV,1719668445
390,persembe,41.0656,37.7714,80.02,60,57,7.11,TR,1719668445
391,gamba,-2.65,10.0,74.97,76,99,8.7,GA,1719668445
392,mutoko,-17.397,32.2268,66.33,36,100,7.14,ZW,1719668445
393,prymors'k,46.7348,36.3443,78.26,50,4,5.12,UA,1719668445
394,kyzylorda,44.8528,65.5092,89.62,19,0,8.95,KZ,1719668445
395,usogorsk,63.4106,48.6872,75.69,31,18,8.05,RU,1719668446
396,meulaboh,4.1363,96.1285,77.83,88,100,3.62,ID,1719668446
397,giddalur,15.35,78.9167,90.27,46,100,12.03,IN,1719668446
398,bel ombre,-4.6167,55.4167,82.24,78,40,18.41,SC,1719668446
399,lata,40.1629,-8.3327,65.07,77,100,7.18,PT,1719668446
400,fukuecho,32.6881,128.8419,77.34,93,100,24.14,JP,1719668446
401,mount pleasant,32.7941,-79.8626,86.0,83,20,3.0,US,1719667890
402,moosic,41.3534,-75.7383,69.08,92,100,6.91,US,1719668446
403,portland,45.5234,-122.6762,60.1,83,100,1.01,US,1719667598
404,xinyuan,37.3,99.0,48.56,76,100,4.94,CN,1719668447
405,zheleznodorozhnyy,55.7503,38.0042,88.65,49,98,1.28,RU,1719668447
406,serhiyivka,46.0272,30.3768,81.54,43,2,4.68,UA,1719668447
407,bandar lampung,-5.4254,105.258,75.4,95,9,4.16,ID,1719668447
408,filey,54.21,-0.2892,64.08,70,91,10.04,GB,1719668447
409,sao jose da coroa grande,-8.8978,-35.1478,78.91,67,4,8.39,BR,1719668447
410,farkhar,36.5729,69.8578,80.94,34,13,6.24,AF,1719668447
411,mahdia,35.5047,11.0622,96.75,39,0,14.2,TN,1719668447
412,egilsstadir,65.2653,-14.3948,48.11,71,100,9.22,IS,1719668448
413,caconda,-13.7333,15.0667,79.39,18,0,1.95,AO,1719668448
414,soe,-9.8607,124.284,66.4,94,67,2.73,ID,1719668448
415,los andes,-32.8337,-70.5983,57.0,41,99,1.41,CL,1719668448
416,ta`u,-14.2336,-169.5144,81.12,81,99,17.83,AS,1719668448
417,luderitz,-26.6481,15.1594,63.68,76,100,8.05,NA,1719668448
418,snowflake,34.5134,-110.0785,69.12,49,99,0.34,US,1719668448
419,dudinka,69.4058,86.1778,46.35,59,100,14.76,RU,1719668448
420,tondano,1.3038,124.9112,69.89,100,100,2.46,ID,1719668448
421,ath,50.6283,3.7794,79.18,58,100,5.23,BE,1719668449
422,tangalle,6.024,80.7911,82.56,84,81,9.66,LK,1719668449
423,saint-philippe,-21.3585,55.7679,71.19,68,34,9.55,RE,1719668449
424,yarmouth,41.7057,-70.2286,67.96,71,0,8.05,US,1719668406
425,lock haven,41.137,-77.4469,73.89,88,100,8.99,US,1719668449
426,nikolayevsk-on-amure,53.1406,140.73,45.48,99,76,2.01,RU,1719668449
427,taksimo,56.3444,114.8794,64.63,72,62,3.44,RU,1719668449
428,plettenberg bay,-34.0527,23.3716,78.03,34,46,10.49,ZA,1719668449
429,sorong,-0.8833,131.25,79.75,86,72,7.43,ID,1719668449
430,oodweyne,9.4092,45.064,88.66,30,31,21.77,SO,1719668450
431,at taj,24.2049,23.2857,103.41,10,0,16.67,LY,1719668450
432,akjoujt,19.6969,-14.4164,113.61,7,2,17.67,MR,1719668450
433,laela,-8.5667,32.05,75.04,32,26,7.23,TZ,1719668450
434,codrington,-38.2667,141.9667,49.96,60,100,14.63,AU,1719668450
435,kiunga,-6.1219,141.2906,74.34,99,100,3.11,PG,1719668450
436,vung tau,10.346,107.0843,83.17,77,100,11.88,VN,1719668447
437,lerwick,60.1545,-1.1494,53.6,84,100,17.13,GB,1719668450
438,shalkar,47.8288,59.6258,63.23,67,97,21.41,KZ,1719668450
439,murudeshwara,14.0943,74.4845,84.99,56,100,5.53,IN,1719668451
440,reggane,26.7158,0.1714,117.7,4,0,12.26,DZ,1719668451
441,figuig (centre),32.1089,-1.2286,104.95,6,12,19.26,MA,1719668451
442,smithers,54.7804,-127.1743,53.92,94,100,2.3,CA,1719668451
443,mwene-ditu,-7.0,23.45,88.77,22,50,3.36,CD,1719668451
444,sompeta,18.9333,84.6,82.13,87,100,9.98,IN,1719668451
445,czarna bialostocka,53.3051,23.2815,82.85,45,7,7.67,PL,1719668451
446,oranjemund,-28.55,16.4333,63.66,69,100,8.57,NA,1719668451
447,yuzhno-kurilsk,44.0306,145.8556,56.68,99,100,3.85,RU,1719668451
448,baishishan,43.5833,127.5667,68.83,74,14,3.53,CN,1719668451
449,novodvinsk,64.4165,40.8122,82.15,36,9,9.42,RU,1719668452
450,kolonia,50.9333,6.95,82.26,34,0,3.44,DE,1719668350
451,machilipatnam,16.1667,81.1333,87.01,71,100,3.38,IN,1719668452
452,moroto,2.5345,34.6666,79.16,43,88,0.67,UG,1719668452
453,arkhangel'sk,64.5401,40.5433,82.51,36,0,11.18,RU,1719668452
454,howard springs,-12.497,131.047,78.71,91,61,0.2,AU,1719668452
455,houlton,46.1262,-67.8403,65.71,59,75,10.36,US,1719668452
456,puerto armuelles,8.2833,-82.8667,75.18,89,71,1.01,PA,1719668453
457,camocim,-2.9022,-40.8411,86.94,54,53,7.56,BR,1719668453
458,mafraq,32.3333,37.9167,100.47,11,0,13.18,JO,1719668453
459,odda,60.0691,6.5457,55.78,86,100,7.45,NO,1719668453
460,qobustan,40.0824,49.412,78.87,50,9,10.27,AZ,1719668453
461,larkird,35.4894,66.6641,72.57,41,0,8.48,AF,1719668453
462,shilin,24.8188,103.3324,68.52,89,100,4.85,CN,1719668453
463,valparaiso,-33.0393,-71.6273,52.03,81,0,3.44,CL,1719668361
464,okhotsk,59.3833,143.3,46.83,95,100,1.48,RU,1719668453
465,kapuskasing,49.4169,-82.4331,55.49,100,100,4.61,CA,1719668350
466,lorengau,-2.0226,147.2712,82.42,81,93,15.43,PG,1719668454
467,lazaro cardenas,17.9583,-102.2,77.18,79,100,3.33,MX,1719668280
468,tofol,5.3248,163.0078,82.92,74,100,15.26,FM,1719668454
469,mahajanga,-15.7167,46.3167,87.82,29,0,8.05,MG,1719668454
470,yeraliyev,43.2,51.65,75.24,52,1,19.3,KZ,1719668454
471,santangpu,27.3987,111.9928,76.73,95,100,3.22,CN,1719668454
472,mulanje,-16.0316,35.5,67.86,71,100,5.95,MW,1719668454
473,alice springs,-23.7,133.8833,58.55,77,71,10.36,AU,1719668454
474,sittwe,20.15,92.9,83.53,83,68,14.41,MM,1719668454
475,zinjibar,13.1287,45.3807,93.47,51,69,7.07,YE,1719668455
476,loralai,30.3705,68.598,87.82,41,29,12.77,PK,1719668455
477,grabouw,-34.1515,19.0151,63.48,63,83,15.35,ZA,1719668455
478,santa ana de yacuma,-13.75,-65.4333,76.95,88,75,6.91,BO,1719668455
479,nabire,-3.3667,135.4833,75.96,94,100,3.27,ID,1719668455
480,tolanaro,-25.0319,46.9987,75.27,69,40,16.11,MG,1719668455
481,hastings,50.8552,0.5729,72.9,69,100,2.62,GB,1719668455
482,floro,61.5996,5.0328,57.27,67,75,18.41,NO,1719668455
483,dryden,49.7833,-92.7503,48.49,93,100,12.66,CA,1719668455
484,huarmey,-10.0681,-78.1522,67.35,80,28,7.0,PE,1719668456
485,yunyang,33.4474,112.7142,80.19,66,7,6.85,CN,1719668456
486,mizdah,31.4451,12.9801,105.94,10,0,14.18,LY,1719668456
487,najran,17.4924,44.1277,99.25,12,100,7.7,SA,1719668456
488,taroa,8.7058,171.2275,82.04,79,96,10.42,MH,1719668456
489,asau,46.4333,26.4,87.28,42,100,8.16,RO,1719668456
490,snihurivka,47.0758,32.8052,91.85,23,34,13.87,UA,1719668456
491,geraldton,-28.7667,114.6,54.01,87,0,4.61,AU,1719668456
492,kigoma,-4.8769,29.6267,82.99,44,0,11.5,TZ,1719668456
493,ilhabela,-23.7781,-45.3581,73.45,80,71,6.91,BR,1719668457
494,enoch,37.7733,-113.0244,71.47,31,0,6.91,US,1719668457
495,barabai,-2.5833,115.3833,75.27,96,100,1.66,ID,1719668457
496,forster,-32.1667,152.5167,52.29,100,78,8.97,AU,1719668457
497,miles city,46.4083,-105.8406,52.77,93,100,6.91,US,1719668457
498,usakos,-22.0,15.6,80.49,19,0,12.86,NA,1719668457
499,bamboo flat,11.7,92.7167,80.69,89,75,2.3,IN,1719668457
500,sosnovo-ozerskoye,52.5249,111.5418,67.44,48,51,4.83,RU,1719668457
501,santiago de cao,-7.9589,-79.2392,62.73,94,100,6.91,PE,1719668458
502,leshan,29.5623,103.7639,75.0,93,94,3.24,CN,1719668458
503,antonio enes,-16.2325,39.9086,77.85,62,10,9.62,MZ,1719668458
504,lospalos,-8.5186,127.0025,72.57,95,100,8.88,TL,1719668458
505,kardla,58.9978,22.7492,67.05,59,10,14.63,EE,1719668458
506,kununurra,-15.7667,128.7333,76.98,73,20,0.0,AU,1719668458
507,bayanhongor,46.7167,100.1167,54.75,42,13,5.55,MN,1719668458
508,labrador city,52.9463,-66.9114,51.71,84,100,21.0,CA,1719668411
509,crucecita,-28.95,-58.9833,51.82,42,0,10.76,AR,1719668458
510,zuunmod,47.7069,106.9528,58.23,87,79,1.32,MN,1719668459
511,argo,37.6333,22.7333,89.78,29,0,22.06,GR,1719668459
512,hargeysa,9.56,44.065,85.35,33,48,21.45,SO,1719668459
513,nurota,40.5614,65.6886,89.85,20,49,16.69,UZ,1719668459
514,kuanda,56.3161,116.0806,64.92,64,63,3.74,RU,1719668459
515,salacgriva,57.7536,24.3581,65.16,66,2,8.43,LV,1719668459
516,vigan,17.5747,120.3869,83.82,82,42,4.94,PH,1719668459
517,ungsang,35.4061,129.1686,72.21,98,100,13.22,KR,1719668459
518,el kef,36.1742,8.7049,108.12,12,3,9.93,TN,1719668459
519,cabinda,-5.55,12.2,80.74,69,75,6.91,AO,1719668460
520,thinadhoo,0.5333,72.9333,83.03,66,1,0.96,MV,1719668460
521,aoulef,26.9667,1.0833,115.66,5,0,9.64,DZ,1719668460
522,alexandria,31.2156,29.9553,88.34,64,0,13.91,EG,1719667783
523,lesparre-medoc,45.3,-0.9333,63.79,97,100,11.01,FR,1719668460
524,semdinli,37.3051,44.5742,86.04,16,0,5.55,TR,1719668460
525,manor,19.75,72.9167,82.53,86,99,15.79,IN,1719668461
526,lukhovka,54.1484,45.2573,71.6,48,0,11.9,RU,1719668461
527,laguna,38.421,-121.4238,68.68,69,0,6.91,US,1719668461
528,ghadamis,30.1337,9.5007,114.22,6,0,14.79,LY,1719668461
529,mejit,10.2753,170.8646,82.04,82,100,15.57,MH,1719668461
530,puerto baquerizo moreno,-0.9,-89.6,70.93,86,75,9.31,EC,1719668461
531,grand falls-windsor,48.9332,-55.6649,60.51,61,23,3.0,CA,1719668461
532,kombissiri,12.0656,-1.3375,96.78,29,100,1.77,BF,1719668461
533,shakhovskaya,56.0283,35.5097,71.24,85,47,13.18,RU,1719668461
534,sandnessjoen,66.0217,12.6316,55.92,98,100,24.94,NO,1719668462
535,mangrol,21.1167,70.1167,84.79,85,99,18.5,IN,1719668462
536,wanzleben,52.05,11.45,80.91,51,31,5.57,DE,1719668462
537,huilong,31.8111,121.655,75.72,96,100,9.1,CN,1719668462
538,buckhannon,38.994,-80.232,84.04,66,100,3.0,US,1719668462
539,san patricio,28.017,-97.5169,87.91,73,5,13.35,US,1719668462
540,gilmer,32.7287,-94.9424,84.16,78,0,6.91,US,1719668462
541,phan thiet,10.9333,108.1,79.7,87,82,2.89,VN,1719668462
542,cajazeiras,-6.8903,-38.5553,91.78,26,11,3.83,BR,1719668462
543,toliara,-23.35,43.6667,73.83,47,0,11.43,MG,1719668463
544,heihe,50.2441,127.4902,64.98,43,100,4.94,CN,1719668463
545,jidong,45.2167,131.0833,69.49,86,100,1.39,CN,1719668463
546,shuangjiang,26.1547,109.7138,73.92,98,95,2.55,CN,1719668463
547,richfield,44.8833,-93.283,70.05,73,20,14.97,US,1719668463
548,fisterra,42.9049,-9.2629,62.74,80,96,8.77,ES,1719668463
549,virrat,62.2476,23.78,69.39,38,2,14.9,FI,1719668463
550,tindouf,27.6711,-8.1474,102.65,10,0,11.5,DZ,1719668463
551,ixtapa,20.7,-105.2,78.22,83,75,0.0,MX,1719668463
552,cole harbour,44.6724,-63.4751,61.97,81,100,3.0,CA,1719668464
553,ca mau,9.1769,105.15,79.2,86,100,3.69,VN,1719668448
554,freetown,8.484,-13.2299,82.11,74,75,6.91,SL,1719668464
555,kuta,-8.7233,115.1723,80.55,94,40,9.22,ID,1719668464
556,manado,1.487,124.8455,77.77,100,40,1.14,ID,1719668464
557,karabash,55.4808,60.2157,45.39,98,100,16.04,RU,1719668464
558,manicore,-5.8092,-61.3003,84.24,63,100,1.41,BR,1719668464
559,hollfeld,49.9386,11.2925,91.2,58,100,6.13,DE,1719668464
560,domna,51.8971,113.1573,66.36,55,54,4.47,RU,1719668464
561,nuku'alofa,-21.1333,-175.2,71.94,94,100,5.75,TO,1719668465
562,shendi,16.6915,33.4341,107.71,6,100,12.88,SD,1719668465
563,arteche,12.2645,125.4048,80.46,83,65,2.1,PH,1719668465
